ID,productName,price,processeur,freqProcesseur,mememoire,ecran,disqueDur,carteGraphique,desciption,linkToDetails,imgPath
229,Pc Portable Gamer DELL G3 15-3579 i7 8è Gén 8Go 1To + 128SSD Noir (3579G3I7),"2 799,000 DT",Intel Core i7,2.2 GHz up to 4.10 GHz,8 Go,FULL HD,1 To,Nvidia GeForce,"Ecran 15.6"" FHD IPS rétroéclairé (1920*1080)- Processeur: Intel Core i7-8750H 8ème Génération (2.2 GHz up to 4.10 GHz, 9 Mo de mémoire cache, Hexa-Core) - Systéme d'exploitation: ubuntu Linux - Mémoire RAM: 8Go DDR4 - Disque dur: 1 To, 5400 rpm + 128GoSSD - Carte graphique NVIDIA GeForce GTX 1050 avec (4Go de mémoire dédiée GDDR5) avec Wi-Fi,HDMI, USB 3.1...",https://www.mytek.tn/pc-gamer-tunisie/20684-pc-portable-gamer-dell-inspiron-3579-i7-8e-gen-8go-1to-128ssd-noir-3579g3i7.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/4/6/2/5/64625-product_category.jpg
230,Pc Portable Gamer DELL i7 8è Gén 8Go 1To + 128SSD - Blanc (3579G3I7),"2 799,000 DT",Intel Core i7,2.2 GHz up to 4.10 GHz,8 Go,FULL HD,1 To,Nvidia GeForce,"Ecran 15.6"" FULL HD - Processeur: Intel Core i7-8750H 8ème Génération (2.2 GHz up to 4.10 GHz, 9 Mo de mémoire cache, Hexa-Core) - Systéme d'exploitation: Linux (Ubuntu) - Mémoire RAM: 8 Go DDR4 - Disque dur: 1 To HDD + 128Go SSD - Carte graphique NVIDIA GeForce GTX 1050 avec (4 Go de mémoire dédiée GDDR5) avec Wi-Fi et Bluetooth - Couleur: Blanc -...",https://www.mytek.tn/pc-gamer-/20654-pc-portable-gamer-dell-i7-8e-gen-8go-1to-128ssd-blanc-3579g3i7.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/4/5/6/9/64569-product_category.jpg
231,Pc Portable ASUS TUF Gaming FX504GD i7 8é Gén 16Go 1To+ 8Go SSHD Noir,"2 899,000 DT",Intel Core i7,2.2 Ghz up to 4.1 Ghz,16 Go,FULL HD,1 To,Nvidia GeForce,"Ecran 15,6"" Full HD (1920 x1080 px) - Processeur: Intel® Core™ i7-8750HQ 8éme Génération, (2.2 Ghz up to 4.1 Ghz, 9 Mo de mémoire cache, Hexa-Core) - Système d'exploitation: FreeDos - Mémoire RAM: 16 Go DDR4 - Disque Dur: 1 To + 8 Go SSHD - Carte Graphique: NVIDIA® GeForce® GTX 1050 (4Go GDDR5 de mémoire dédiée ) avec WiFi, Ethernet, Bluetooth - Clavier...",https://www.mytek.tn/pc-gamer-/19231-pc-portable-asus-tuf-fx504gd-i7-8e-gen-16go-1to8-go-sshd-noir.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/1/7/2/2/61722-product_category.jpg
232,Pc Portable DELL Inspiron 7577 i7 16Go 1To + 128SSD Noir,"2 999,000 DT",Intel Core i7,"2.80 GHz, Up To 3.80 GHz",16 Go,LED FULL HD,1 To,Nvidia GeForce,"Ecran: 15.6'' IPS FHD (1920 x 1080 px), Processeur: Intel Core I7-7700HQ 7è gén (Quad-Core, 2.8 GHz jusqu‘à 3.8 GHz, 6Mo de mémoire cache), Systéme d'exploitation: Linux - Mémoire RAM: 16Go DDR4 2400 MHz, Disque Dur: 1 To HDD + 128Go SSD, Carte Graphique: Nvidia GeForce GTX 1050 Ti ( 4 Go de mémoire GDDR5) avec USB 3.1 Gén. 1 , USB 3.1 Type-C , HDMI,...",https://www.mytek.tn/pc-portable/14785-pc-portable-dell-inspiron-7577-i7-16go-1to-128ssd-4go-dediee.html,https://d2j7t5u190oygv.cloudfront.net/img/p/5/2/0/5/8/52058-product_category.jpg
233,Pc Portable MSI GF638RC-238XFR i7 8é Gén 8Go 1To,"3 149,000 DT",Intel Core i7,2.2 GHz up to 4.1 GHz Turbo,8 Go,FULL HD,1 To,Nvidia GeForce,"Ecran 15.6"" FULL HD (1920 x 1080 pixels) - Processeur: Intel Core i7-8750H 8ème Génération (2.2 GHz up to 4.1 GHz Turbo - 9 Mo de mémoire cache, Octa-Core) - Systéme d'exploitation: FreeDos - Mémoire RAM: 8 Go DDR4 - Disque dur: 1To - Carte graphique NVIDIA GeForce GTX 1050 avec (4 Go de mémoire dédiée GDDR5) avec Wi-Fi et Bluetooth - Garantie: 2 ans...",https://www.mytek.tn/pc-gamer-/20383-pc-portable-msi-gf638rc-238xfr-i7-8e-gen-8go-1to.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/4/0/2/9/64029-product_category.jpg
234,Pc Portable Gamer DELL i7 8è Gén 8Go 1To + 128SSD - Noir (3579G3I7),"3 209,000 DT",Intel Core i7,2.2 GHz up to 4.10 GHz,8 Go,HD,1 To,Nvidia GeForce,"Ecran 15.6"" HD - Processeur: Intel Core i7-8750H 8ème Génération (2.2 GHz up to 4.10 GHz, 9 Mo de mémoire cache, Hexa-Core) - Systéme d'exploitation: FreeDos - Mémoire RAM: 8 Go DDR4 - Disque dur: 1 To HDD + 128Go SSD - Carte graphique NVIDIA GeForce GTX 1050Ti avec (4 Go de mémoire dédiée GDDR5) avec Wi-Fi et Bluetooth - Couleur: Noir - Garantie: 1 an...",https://www.mytek.tn/pc-gamer-/20675-pc-portable-gamer-dell-i7-8e-gen-8go-1to-128ssd-noir-3579g3i7.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/4/6/0/3/64603-product_category.jpg
235,Pc Portable MSI PE727RD-1230FR i7 7é Gén 8Go 1To+128Go SSD,"3 229,000 DT",Intel Core i7,2.8 GHz up to 3.8 GHz Turbo,8 Go,FULL HD,1 To,Nvidia GeForce,"Ecran 17.3"" FULL HD (1920 x 1080 pixels) - Processeur: Intel Core i7-7700HQ 7ème Génération (2.8 GHz up to 3.8 GHz Turbo, 6 Mo de mémoire cache, Quad-Core) - Systéme d'exploitation: Windows 10 - Mémoire RAM: 8 Go DDR4 - Disque dur: 1To + 128Go SSD - Carte graphique NVIDIA GeForce GTX 1050 avec (4 Go de mémoire dédiée GDDR5) avec Wi-Fi et Bluetooth -...",https://www.mytek.tn/pc-gamer-/20541-pc-portable-msi-pe727rd-1230fr-i7-7e-gen-8go-1to128go-ssd.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/4/3/4/5/64345-product_category.jpg
236,Pc Portable Gamer DELL G5 5587 i7 8è Gén 16Go 1To + 128SSD Noir (210-AOVTG),"3 545,000 DT",Intel Core i7,2.2 GHz up to 4.10 GHz,16 Go,FULL HD,1 To,Nvidia GeForce,"Ecran 15.6"" Full HD IPS rétroéclairé (1920*1080 px)- Processeur: Intel Core i7-8750H 8ème Génération (2.2 GHz up to 4.10 GHz, 9 Mo de mémoire cache, Hexa-Core) - Systéme d'exploitation: Ubuntu Linux - Mémoire RAM: 16 Go DDR4 - Disque dur: 1To, 5400rpm + 128Go SSD - Carte graphique NVIDIA GeForce GTX 1050Ti avec (4 Go de mémoire dédiée GDDR5) avec Wi-Fi...",https://www.mytek.tn/pc-gamer-tunisie/20682-pc-portable-gamer-dell-i7-8e-gen-16go-1to-128ssd-noir-210-aovtg.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/5/3/2/7/65327-product_category.jpg
237,Pc Portable Gamer DELL G5 5587 i7 8è Gén 16Go 1To + 128SSD Rouge (210-AOVTG),"3 545,000 DT",Intel Core i7,2.2 GHz up to 4.10 GHz,16 Go,FULL HD,1 To,Nvidia GeForce,"Ecran 15.6"" Full HD IPS rétroéclairé (1920*1080 px)- Processeur: Intel Core i7-8750H 8ème Génération (2.2 GHz up to 4.10 GHz, 9 Mo de mémoire cache, Hexa-Core) - Systéme d'exploitation: Ubuntu Linux - Mémoire RAM: 16 Go DDR4 - Disque dur: 1To, 5400rpm + 128Go SSD - Carte graphique NVIDIA GeForce GTX 1050Ti avec (4 Go de mémoire dédiée GDDR5) avec Wi-Fi...",https://www.mytek.tn/pc-gamer-tunisie/20678-pc-portable-gamer-dell-i7-8e-gen-16go-1to-128ssd-rouge-210-aovtg.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/5/3/3/1/65331-product_category.jpg
238,Pc Portable MSI GE727RE Apache Pro 7é Gén 8Go 1To +256SSD,"3 599,000 DT",Intel Core i7,2.8 GHz up to 3.8 GHz,8 Go,FULL HD,1 To,Nvidia GeForce,"Ecran 17.3"" Full HD (1920 x 1080), Processeur: Intel® Core™ i7-700HQ(2.8 GHz up to 3.8 GHz, 6Mo de mémoire Cache), Systéme d'exploitation: Windows 10, Mémoire RAM: 8Go DDR4 , Disque Dur: 1 To + 256 Go SSD, Carte Graphique :GeForce® GTX 1050 T (4 Go GDDR5X de mémoire dédiée ) avec Wi-Fi et Bluetooth - Garantie: 2 ans Retrait en Magasin ou Livraison...",https://www.mytek.tn/pc-portable/13343-pc-portable-msi-ge727re-apache-pro-7e-gen-8go-1to-256ssd.html,https://d2j7t5u190oygv.cloudfront.net/img/p/4/9/5/8/0/49580-product_category.jpg
239,Pc Portable ASUS TUF Gaming FX505GE i7 8é Gén 16Go 1To,"3 899,000 DT",Intel Core i7,2.2 Ghz up to 4.1 Ghz,16 Go,FULL HD,1 To,Nvidia GeForce,"Ecran 15,6"" Full HD (1920 x1080 px) - Processeur: Intel® Core™ i7-8750HQ 8éme Génération, (2.2 Ghz up to 4.1 Ghz, 9 Mo de mémoire cache, Six-Core) - Système d'exploitation: FreeDos - Mémoire RAM: 16Go DDR4 - Disque Dur: 1 To - Carte Graphique: NVIDIA® GeForce® GTX 1050Ti (4Go GDDR5 de mémoire dédiée ) avec WiFi, Ethernet, Bluetooth - Clavier rétroéclairé...",https://www.mytek.tn/pc-gamer-/20925-pc-portable-asus-tuf-gaming-fx505ge-i7-8e-gen-16go-1to.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/5/1/1/5/65115-product_category.jpg
240,Pc Portable MSI GS63 7RE Stealth Pro 7é Gén 8Go 1To +128SSD,"4 199,000 DT",Intel Core i7,2.8 GHz up to 3.8 GHz,8 Go,FULL HD,1 To,Graphique Intégrée,"Ecran 15.6"" Full HD (1920 x 1080), Processeur: Intel® Core™ i7-700HQ(2.8 GHz up to 3.8 GHz, 8Mo de mémoire Cache), Systéme d'exploitation: FreeDos, Mémoire RAM: 8Go DDR4 , Disque Dur: 1 To + 128 Go SSD, Carte Graphique: GeForce® GTX 1050 Ti (GDDR5X 4 Go ) Wi-Fi AC et Bluetooth 4.1 , Garantie: 2 ans Retrait en Magasin ou Livraison Gratuite pour Cet Article",https://www.mytek.tn/pc-portable/13334-pc-portable-msi-gs73-7re-stealth-pro-7e-gen-8go-1to-128ssd.html,https://d2j7t5u190oygv.cloudfront.net/img/p/4/9/5/6/4/49564-product_category.jpg
